Added  | (tetr_def.tetr = 40 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 122 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 137 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 163 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 160 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 163 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 160 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 163 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 129 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 133 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 140 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 140 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 143 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 145 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 146 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 149 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 145 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 132 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 131 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 145 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 134 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 143 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 131 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 149 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 150 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 135 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 134 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 133 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 134 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 138 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 140 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 131 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 137 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 137 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 143 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 134 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 142 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 130 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 128 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 137 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 137 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 133 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 133 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 139 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 133 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 141 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 138 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 140 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 0 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 0 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 0 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 0 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 0 & laci_def.laci = 0)
